,tweet_id,timestamp,rating_numerator,rating_denominator,dog_stage,retweet_count,favorite_count
63,817777686764523521,2017-01-07 16:59:28,13,10,doggo,3084,11901
64,815990720817401858,2017-01-02 18:38:42,11,10,doggo,1207,5545
65,815966073409433600,2017-01-02 17:00:46,13,10,pupper,9907,25057
66,814986499976527872,2016-12-31 00:08:17,11,10,pupper,1505,8485
67,813910438903693312,2016-12-28 00:52:25,11,10,doggo,2194,10342
68,813202720496779264,2016-12-26 02:00:11,11,10,doggo,2090,10192
69,813127251579564032,2016-12-25 21:00:18,11,10,doggo,3652,13242
70,813096984823349248,2016-12-25 19:00:02,11,10,doggo,4207,11694
71,811386762094317568,2016-12-21 01:44:13,11,10,pupper,7444,23302
72,808733504066486276,2016-12-13 18:01:07,12,10,pupper,2509,8784
73,808106460588765185,2016-12-12 00:29:28,12,10,pupper,2525,9701
74,807621403335917568,2016-12-10 16:22:02,14,10,pupper,4288,16236
75,805826884734976000,2016-12-05 17:31:15,12,10,puppo,2132,7335
76,803773340896923648,2016-11-30 01:31:12,12,10,puppo,3220,11203
77,802265048156610565,2016-11-25 21:37:47,11,10,doggo,1573,7039
78,802239329049477120,2016-11-25 19:55:35,12,10,puppo,3040,10132
79,801115127852503040,2016-11-22 17:28:25,12,10,doggo,2429,8992
80,800459316964663297,2016-11-20 22:02:27,12,10,pupper,2489,10538
81,800388270626521089,2016-11-20 17:20:08,12,10,floofer,3265,12456
82,800018252395122689,2016-11-19 16:49:49,11,10,doggo,15351,31768
83,799757965289017345,2016-11-18 23:35:32,13,10,doggo,2506,9390
84,797971864723324932,2016-11-14 01:18:12,12,10,pupper,3652,13018
85,796484825502875648,2016-11-09 22:49:15,12,10,doggo,2042,8472
86,795464331001561088,2016-11-07 03:14:10,13,10,doggo,27728,55683
87,794205286408003585,2016-11-03 15:51:10,14,10,pupper,3895,10314
88,793195938047070209,2016-10-31 21:00:23,12,10,puppo,6547,17063
89,790946055508652032,2016-10-25 16:00:09,12,10,puppo,5496,18601
90,787717603741622272,2016-10-16 18:11:26,13,10,puppo,3240,11416
91,786363235746385920,2016-10-13 00:29:39,13,10,doggo,4072,12189
92,785639753186217984,2016-10-11 00:34:48,10,10,doggo,2561,8735
93,782747134529531904,2016-10-03 01:00:34,11,10,doggo,1604,8310
94,782305867769217024,2016-10-01 19:47:08,12,10,doggo,6470,18630
95,780931614150983680,2016-09-28 00:46:20,13,10,puppo,8536,24192
96,779377524342161408,2016-09-23 17:50:56,12,10,pupper,3613,9831
97,778039087836069888,2016-09-20 01:12:28,12,10,pupper,3065,9417
98,776477788987613185,2016-09-15 17:48:25,11,10,pupper,3249,9858
99,776218204058357768,2016-09-15 00:36:55,13,10,floofer,18497,33345
100,776113305656188928,2016-09-14 17:40:06,11,10,pupper,5068,13102
101,775733305207554048,2016-09-13 16:30:07,11,10,doggo,4627,15413
102,775364825476165632,2016-09-12 16:05:54,11,10,doggo,3472,8295
103,773985732834758656,2016-09-08 20:45:53,11,10,pupper,4492,11925
104,773547596996571136,2016-09-07 15:44:53,11,10,pupper,7126,24553
105,772877495989305348,2016-09-05 19:22:09,11,10,doggo,4501,9555
106,772193107915964416,2016-09-03 22:02:38,12,10,pupper,1612,6665
107,768193404517830656,2016-08-23 21:09:14,8,10,doggo,4080,12157
108,767191397493538821,2016-08-21 02:47:37,13,10,doggo,4406,13643
109,765371061932261376,2016-08-16 02:14:15,11,10,pupper,2475,7842
110,760893934457552897,2016-08-03 17:43:45,11,10,doggo,1104,4228
111,759793422261743616,2016-07-31 16:50:42,12,10,doggo,2173,6620
112,758828659922702336,2016-07-29 00:57:05,13,10,doggo,4376,12376
113,757393109802180609,2016-07-25 01:52:43,10,10,doggo,2009,6462
114,756939218950160384,2016-07-23 19:49:07,12,10,pupper,2295,7342
115,756526248105566208,2016-07-22 16:28:07,13,10,doggo,4169,11506
116,756275833623502848,2016-07-21 23:53:04,10,10,puppo,1738,7114
117,755955933503782912,2016-07-21 02:41:54,12,10,pupper,3285,8092
118,755206590534418437,2016-07-19 01:04:16,14,10,doggo,6148,18212
119,753420520834629632,2016-07-14 02:47:04,11,10,doggo,4071,8731
120,752682090207055872,2016-07-12 01:52:49,10,10,doggo,1846,6642
121,752519690950500352,2016-07-11 15:07:30,11,10,puppo,3917,8157
122,752334515931054080,2016-07-11 02:51:40,8,10,doggo,1263,4238
123,751583847268179968,2016-07-09 01:08:47,5,10,doggo,1265,4849
124,751456908746354688,2016-07-08 16:44:23,12,10,pupper,1127,3516
125,751132876104687617,2016-07-07 19:16:47,10,10,puppo,1480,5610
126,750868782890057730,2016-07-07 01:47:22,11,10,pupper,1595,5306
127,750506206503038976,2016-07-06 01:46:38,8,10,pupper,1316,4934
128,750383411068534784,2016-07-05 17:38:41,9,10,pupper,1309,5005
129,750071704093859840,2016-07-04 21:00:04,10,10,pupper,3802,8653
130,750011400160841729,2016-07-04 17:00:26,11,10,doggo,1035,3568
131,749417653287129088,2016-07-03 01:41:06,11,10,pupper,1904,6721
132,749036806121881602,2016-07-02 00:27:45,8,10,doggo,896,3425
133,748692773788876800,2016-07-01 01:40:41,10,10,doggo,1504,4659
134,748575535303884801,2016-06-30 17:54:50,6,10,pupper,2272,6696
135,747963614829678593,2016-06-29 01:23:16,10,10,pupper,2444,6397
136,746056683365994496,2016-06-23 19:05:49,11,10,pupper,931,3904
137,745433870967832576,2016-06-22 01:50:58,10,10,doggo,2894,7824
138,744995568523612160,2016-06-20 20:49:19,9,10,puppo,716,3277
139,744234799360020481,2016-06-18 18:26:18,13,10,doggo,79515,131075
140,743253157753532416,2016-06-16 01:25:36,10,10,puppo,1366,4624
141,742465774154047488,2016-06-13 21:16:49,14,10,pupper,4382,7916
142,742150209887731712,2016-06-13 00:22:53,8,10,pupper,1783,5661
143,741743634094141440,2016-06-11 21:27:17,11,10,pupper,3144,8945
144,741067306818797568,2016-06-10 00:39:48,12,10,pupper,3520,10342
145,740676976021798912,2016-06-08 22:48:46,11,10,pupper,7724,19881
146,739606147276148736,2016-06-05 23:53:41,9,10,pupper,1876,5897
147,739238157791694849,2016-06-04 23:31:25,13,10,doggo,52360,75163
148,738537504001953792,2016-06-03 01:07:16,11,10,puppo,1759,5575
149,737310737551491075,2016-05-30 15:52:33,13,10,pupper,8329,16040
150,736365877722001409,2016-05-28 01:18:00,11,10,pupper,1408,4367
151,735648611367784448,2016-05-26 01:47:51,12,10,pupper,1237,4397
152,735256018284875776,2016-05-24 23:47:49,8,10,doggo,993,3675
153,735137028879360001,2016-05-24 15:55:00,9,10,pupper,1092,3428
154,733109485275860992,2016-05-19 01:38:16,12,10,doggo,17621,44619
155,732375214819057664,2016-05-17 01:00:32,11,10,doggo,2838,8832
156,730573383004487680,2016-05-12 01:40:42,10,10,pupper,2435,5407
157,728035342121635841,2016-05-05 01:35:26,12,10,pupper,1872,4953
158,728015554473250816,2016-05-05 00:16:48,11,10,pupper,1219,4479
159,727644517743104000,2016-05-03 23:42:26,13,10,doggo,1962,6431
160,727524757080539137,2016-05-03 15:46:33,10,10,pupper,1379,4900
161,727314416056803329,2016-05-03 01:50:44,11,10,pupper,834,3623
162,725786712245440512,2016-04-28 20:40:11,11,10,pupper,1527,4537
163,724771698126512129,2016-04-26 01:26:53,11,10,doggo,725,2593
164,724405726123311104,2016-04-25 01:12:38,10,10,pupper,1847,5800
165,724004602748780546,2016-04-23 22:38:43,11,10,pupper,1790,4561
166,721001180231503872,2016-04-15 15:44:11,11,10,pupper,686,2748
167,720340705894408192,2016-04-13 19:59:42,10,10,pupper,1098,3131
168,719991154352222208,2016-04-12 20:50:42,10,10,doggo,1979,5281
169,719704490224398336,2016-04-12 01:51:36,12,10,pupper,1645,4974
170,717790033953034240,2016-04-06 19:04:14,10,10,pupper,1272,3170
171,717009362452090881,2016-04-04 15:22:08,10,10,pupper,1102,3583
172,716080869887381504,2016-04-02 01:52:38,11,10,doggo,1935,5272
173,714606013974974464,2016-03-29 00:12:05,12,10,pupper,1038,3938
174,711968124745228288,2016-03-21 17:30:03,10,10,pupper,2601,8776
175,711008018775851008,2016-03-19 01:54:56,11,10,pupper,710,3275
176,710117014656950272,2016-03-16 14:54:24,11,10,pupper,2233,5999
177,709901256215666688,2016-03-16 00:37:03,12,10,pupper,112,732
178,708845821941387268,2016-03-13 02:43:08,9,10,pupper,1015,3226
179,707411934438625280,2016-03-09 03:45:22,11,10,pupper,673,2486
180,707315916783140866,2016-03-08 21:23:50,10,10,pupper,727,2698
181,706310011488698368,2016-03-06 02:46:44,12,10,pupper,9034,23443
182,705975130514706432,2016-03-05 04:36:02,10,10,pupper,842,3397
183,705786532653883392,2016-03-04 16:06:36,11,10,pupper,596,2132
184,705428427625635840,2016-03-03 16:23:38,11,10,pupper,1931,4188
185,704859558691414016,2016-03-02 02:43:09,10,10,pupper,612,2462
186,704761120771465216,2016-03-01 20:11:59,13,10,pupper,3257,7283
187,704347321748819968,2016-02-29 16:47:42,10,10,pupper,393,1729
188,703611486317502464,2016-02-27 16:03:45,10,10,pupper,1709,4229
189,703407252292673536,2016-02-27 02:32:12,10,10,pupper,786,2685
190,703268521220972544,2016-02-26 17:20:56,12,10,pupper,618,2152
191,702598099714314240,2016-02-24 20:56:55,11,10,pupper,3712,11332
192,701545186879471618,2016-02-21 23:13:01,10,10,pupper,680,2902
193,700864154249383937,2016-02-20 02:06:50,12,10,pupper,685,2828
194,700151421916807169,2016-02-18 02:54:41,11,10,pupper,754,2450
195,700143752053182464,2016-02-18 02:24:13,10,10,pupper,3129,8282
196,699801817392291840,2016-02-17 03:45:29,11,10,pupper,1088,3345
197,699434518667751424,2016-02-16 03:25:58,12,10,pupper,577,2384
198,697616773278015490,2016-02-11 03:02:54,11,10,pupper,1144,3467
199,697596423848730625,2016-02-11 01:42:02,11,10,pupper,1425,3306
200,696877980375769088,2016-02-09 02:07:12,9,10,pupper,802,2689
201,696713835009417216,2016-02-08 15:14:57,9,10,pupper,757,2613
202,695095422348574720,2016-02-04 04:03:57,12,10,pupper,684,2888
203,695074328191332352,2016-02-04 02:40:08,11,10,pupper,1239,3116
204,694356675654983680,2016-02-02 03:08:26,10,10,pupper,328,1653
205,694329668942569472,2016-02-02 01:21:07,9,10,pupper,569,2203
206,693629975228977152,2016-01-31 03:00:47,12,10,pupper,894,2685
207,693590843962331137,2016-01-31 00:25:18,3,10,pupper,2233,5565
208,693262851218264065,2016-01-30 02:41:58,11,10,pupper,568,2459
209,693095443459342336,2016-01-29 15:36:45,10,10,pupper,523,2056
210,692905862751522816,2016-01-29 03:03:25,10,10,pupper,998,2683
211,692828166163931137,2016-01-28 21:54:41,12,10,pupper,998,3148
212,692752401762250755,2016-01-28 16:53:37,13,10,pupper,4124,7496
213,692417313023332352,2016-01-27 18:42:06,7,10,pupper,3917,10275
214,690959652130045952,2016-01-23 18:09:53,11,10,pupper,1421,3902
215,690015576308211712,2016-01-21 03:38:27,12,10,pupper,836,2740
216,689905486972461056,2016-01-20 20:21:00,11,10,pupper,787,2651
217,689623661272240129,2016-01-20 01:41:08,10,10,pupper,748,2467
218,689143371370250240,2016-01-18 17:52:38,10,10,pupper,579,2232
219,688916208532455424,2016-01-18 02:49:58,11,10,pupper,983,3003
220,688894073864884227,2016-01-18 01:22:00,7,10,pupper,792,2462
221,688519176466644993,2016-01-17 00:32:18,12,10,pupper,825,2520
222,688179443353796608,2016-01-16 02:02:19,10,10,pupper,669,2328
223,687818504314159109,2016-01-15 02:08:05,12,10,pupper,1080,2758
224,687704180304273409,2016-01-14 18:33:48,9,10,pupper,950,2660
225,687476254459715584,2016-01-14 03:28:06,11,10,pupper,619,2187
226,687312378585812992,2016-01-13 16:36:55,7,10,pupper,2146,4777
227,687096057537363968,2016-01-13 02:17:20,11,10,pupper,695,2449
228,686683045143953408,2016-01-11 22:56:10,11,10,pupper,912,3072
229,686618349602762752,2016-01-11 18:39:05,11,10,pupper,1544,4042
230,686377065986265092,2016-01-11 02:40:19,10,10,pupper,637,2433
231,686007916130873345,2016-01-10 02:13:27,11,10,pupper,472,2704
232,685943807276412928,2016-01-09 21:58:42,8,10,pupper,696,1801
233,685667379192414208,2016-01-09 03:40:16,9,10,pupper,666,2579
234,685641971164143616,2016-01-09 01:59:19,7,10,pupper,885,3218
235,685547936038666240,2016-01-08 19:45:39,14,10,pupper,17465,35052
236,685268753634967552,2016-01-08 01:16:17,10,10,pupper,1371,3419
237,685169283572338688,2016-01-07 18:41:01,11,10,pupper,1620,4489
238,684880619965411328,2016-01-06 23:33:58,5,10,pupper,936,2305
239,684200372118904832,2016-01-05 02:30:55,6,10,pupper,1177,2394
240,683857920510050305,2016-01-04 03:50:08,10,10,pupper,1262,4163
241,683834909291606017,2016-01-04 02:18:42,9,10,pupper,1265,2880
242,683828599284170753,2016-01-04 01:53:37,12,10,pupper,1195,3053
243,683481228088049664,2016-01-03 02:53:17,11,10,pupper,1118,2878
244,683462770029932544,2016-01-03 01:39:57,8,10,pupper,761,2676
245,683142553609318400,2016-01-02 04:27:31,9,10,pupper,1173,3162
246,683111407806746624,2016-01-02 02:23:45,10,10,pupper,1034,3736
247,683078886620553216,2016-01-02 00:14:32,9,10,pupper,634,2176
248,682788441537560576,2016-01-01 05:00:24,12,10,pupper,1258,2706
249,682406705142087680,2015-12-31 03:43:31,7,10,pupper,2019,8319
250,681891461017812993,2015-12-29 17:36:07,10,10,pupper,951,2706
251,681694085539872773,2015-12-29 04:31:49,11,10,pupper,4581,14010
252,681679526984871937,2015-12-29 03:33:58,7,10,pupper,499,1923
253,681654059175129088,2015-12-29 01:52:46,12,10,pupper,1045,2903
254,681231109724700672,2015-12-27 21:52:07,11,10,pupper,540,2629
255,680836378243002368,2015-12-26 19:43:36,12,10,pupper,1513,3766
256,680583894916304897,2015-12-26 03:00:19,8,10,pupper,1514,3939
257,680494726643068929,2015-12-25 21:06:00,26,10,pupper,542,1879
258,680473011644985345,2015-12-25 19:39:43,10,10,pupper,844,2778
259,680191257256136705,2015-12-25 01:00:07,11,10,pupper,577,2356
260,680176173301628928,2015-12-25 00:00:11,10,10,pupper,1760,4263
261,680145970311643136,2015-12-24 22:00:10,10,10,pupper,1972,3955
262,680100725817409536,2015-12-24 19:00:23,11,10,pupper,1554,3891
263,679828447187857408,2015-12-24 00:58:27,13,10,pupper,15839,39726
264,679777920601223168,2015-12-23 21:37:40,10,10,pupper,1281,3390
265,679527802031484928,2015-12-23 05:03:47,11,10,pupper,823,2892
266,679503373272485890,2015-12-23 03:26:43,8,10,pupper,1673,3484
267,678800283649069056,2015-12-21 04:52:53,12,10,pupper,1018,2810
268,678389028614488064,2015-12-20 01:38:42,11,10,pupper,473,2044
269,678341075375947776,2015-12-19 22:28:09,12,10,pupper,612,1896
270,678278586130948096,2015-12-19 18:19:51,10,10,pupper,6857,12531
271,677557565589463040,2015-12-17 18:34:46,10,10,pupper,1322,2665
272,677269281705472000,2015-12-16 23:29:14,10,10,pupper,790,2164
273,676936541936185344,2015-12-16 01:27:03,8,10,pupper,5515,13809
274,676819651066732545,2015-12-15 17:42:34,12,10,pupper,741,1957
275,676617503762681856,2015-12-15 04:19:18,13,10,pupper,1108,3149
276,676603393314578432,2015-12-15 03:23:14,9,10,pupper,440,1280
277,676575501977128964,2015-12-15 01:32:24,8,10,pupper,1254,2807
278,676470639084101634,2015-12-14 18:35:43,11,10,pupper,5224,12616
279,676440007570247681,2015-12-14 16:34:00,11,10,pupper,748,1863
280,676263575653122048,2015-12-14 04:52:55,10,10,pupper,609,2243
281,675898130735476737,2015-12-13 04:40:46,10,10,pupper,653,1774
282,675845657354215424,2015-12-13 01:12:15,10,10,pupper,1000,2477
283,675820929667219457,2015-12-12 23:34:00,11,10,pupper,260,1140
284,675740360753160193,2015-12-12 18:13:51,12,10,pupper,388,1257
285,675432746517426176,2015-12-11 21:51:30,12,10,pupper,627,1623
286,675334060156301312,2015-12-11 15:19:21,12,10,pupper,1436,3007
287,675113801096802304,2015-12-11 00:44:07,10,10,pupper,877,2120
288,675006312288268288,2015-12-10 17:37:00,10,10,pupper,252,1057
289,674774481756377088,2015-12-10 02:15:47,11,10,pupper,532,1213
290,674737130913071104,2015-12-09 23:47:22,10,10,pupper,103,693
291,674664755118911488,2015-12-09 18:59:46,10,10,pupper,276,994
292,674638615994089473,2015-12-09 17:15:54,12,10,pupper,650,1806
293,674447403907457024,2015-12-09 04:36:06,10,10,pupper,393,1137
294,674318007229923329,2015-12-08 20:01:55,8,10,pupper,570,1516
295,674262580978937856,2015-12-08 16:21:41,9,10,pupper,498,1391
296,674045139690631169,2015-12-08 01:57:39,3,10,pupper,710,1520
297,674038233588723717,2015-12-08 01:30:12,12,10,pupper,456,1176
298,673956914389192708,2015-12-07 20:07:04,10,10,pupper,1069,2091
299,673919437611909120,2015-12-07 17:38:09,11,10,pupper,401,1251
300,673707060090052608,2015-12-07 03:34:14,10,10,pupper,434,1177
301,673697980713705472,2015-12-07 02:58:09,8,10,pupper,2165,4067
302,673656262056419329,2015-12-07 00:12:23,10,10,pupper,265,769
303,673612854080196609,2015-12-06 21:19:54,7,10,pupper,802,1691
304,673363615379013632,2015-12-06 04:49:31,11,10,pupper,338,1088
305,673342308415348736,2015-12-06 03:24:51,10,10,pupper,649,1362
306,673295268553605120,2015-12-06 00:17:55,8,10,pupper,3484,8046
307,673148804208660480,2015-12-05 14:35:56,8,10,pupper,688,1822
308,672988786805112832,2015-12-05 04:00:04,10,10,pupper,314,1039
309,672975131468300288,2015-12-05 03:05:49,10,10,pupper,1015,1813
310,672970152493887488,2015-12-05 02:46:02,7,10,pupper,391,1019
311,672622327801233409,2015-12-04 03:43:54,12,10,pupper,542,1377
312,672614745925664768,2015-12-04 03:13:46,6,10,pupper,644,1302
313,672594978741354496,2015-12-04 01:55:13,9,10,pupper,661,1411
314,672481316919734272,2015-12-03 18:23:34,12,10,pupper,137,757
315,672254177670729728,2015-12-03 03:21:00,11,10,pupper,800,1515
316,672205392827572224,2015-12-03 00:07:09,9,10,pupper,1270,2414
317,672160042234327040,2015-12-02 21:06:56,8,10,pupper,395,918
318,669993076832759809,2015-11-26 21:36:12,9,10,pupper,92,344
